10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,15,15,15,21,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,20,15,15,14,09,09,09,16,15,15,15,21,10
10,10,10,10,10,10,10,10,10,10,20,15,14,09,08,02,09,09,08,01,01,01,02,16,21
10,10,10,10,10,10,10,10,10,10,13,09,09,09,06,04,09,09,06,05,05,05,04,09,17
10,10,10,10,10,10,10,10,10,10,13,09,08,02,18,11,11,11,11,12,09,09,09,18,22
10,10,10,10,10,10,10,10,10,20,14,09,06,04,16,21,10,10,10,19,12,09,09,17,10
10,10,10,10,10,10,10,10,10,13,09,09,09,09,09,16,15,21,10,10,19,11,11,22,10
10,10,20,15,15,15,15,15,15,14,09,09,09,09,09,09,09,16,21,10,10,10,10,10,10
10,10,13,09,09,09,09,09,09,09,09,09,08,01,02,09,09,09,16,21,20,15,15,21,10
10,10,13,09,18,11,11,11,11,12,09,09,06,00,03,09,09,09,09,17,13,09,09,17,10
10,10,13,09,17,10,10,10,10,19,11,12,09,05,04,09,09,08,02,17,13,09,09,17,10
10,10,13,09,17,10,10,10,10,10,10,13,09,09,09,09,09,07,03,17,19,11,11,22,10
10,10,13,09,17,10,10,10,10,10,10,13,09,09,09,09,09,06,04,17,20,15,15,15,21
10,10,13,09,17,10,10,10,10,10,10,13,09,09,08,09,18,11,11,22,13,08,02,01,17
10,20,14,09,16,21,10,10,10,10,10,19,11,12,07,03,16,15,15,15,14,07,00,03,17
10,13,09,09,09,17,10,10,10,10,10,10,10,13,09,04,09,09,09,09,09,06,05,04,17
10,13,08,01,02,17,10,10,10,10,10,10,10,13,09,09,09,09,18,12,09,09,09,18,22
10,13,06,05,04,17,10,10,10,10,10,10,10,19,11,11,11,11,22,19,11,11,11,22,10
10,13,09,09,09,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,19,11,11,11,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1
0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
